Price,Adj Close,Close,High,Low,Open,Volume
Ticker,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X
Datetime,,,,,,
2024-10-04 11:55:00+00:00,1.1033873558044434,1.1033873558044434,1.1035091876983643,1.103265643119812,1.1035091876983643,0
2024-10-04 12:00:00+00:00,1.103265643119812,1.103265643119812,1.1035091876983643,1.103265643119812,1.1035091876983643,0
2024-10-04 12:05:00+00:00,1.103265643119812,1.103265643119812,1.1035091876983643,1.103265643119812,1.103265643119812,0
2024-10-04 12:10:00+00:00,1.1030223369598389,1.1030223369598389,1.1031439304351807,1.1030223369598389,1.1031439304351807,0
2024-10-04 12:15:00+00:00,1.103265643119812,1.103265643119812,1.103265643119812,1.1030223369598389,1.1031439304351807,0
2024-10-04 12:20:00+00:00,1.1031439304351807,1.1031439304351807,1.1031439304351807,1.1030223369598389,1.1031439304351807,0
2024-10-04 12:25:00+00:00,1.1033873558044434,1.1033873558044434,1.1033873558044434,1.1030223369598389,1.1030223369598389,0
2024-10-04 12:30:00+00:00,1.0974539518356323,1.0974539518356323,1.1007153987884521,1.0968520641326904,1.1007153987884521,0
2024-10-04 12:35:00+00:00,1.0984183549880981,1.0984183549880981,1.098538875579834,1.0973334312438965,1.0979359149932861,0
2024-10-04 12:40:00+00:00,1.0974539518356323,1.0974539518356323,1.0984183549880981,1.0974539518356323,1.0981770753860474,0
2024-10-04 12:45:00+00:00,1.0967316627502441,1.0967316627502441,1.0972130298614502,1.096611499786377,1.0970927476882935,0
2024-10-04 12:50:00+00:00,1.0968520641326904,1.0968520641326904,1.0968520641326904,1.0963709354400635,1.0968520641326904,0
2024-10-04 12:55:00+00:00,1.0963709354400635,1.0963709354400635,1.096611499786377,1.0962508916854858,1.096611499786377,0
2024-10-04 13:00:00+00:00,1.096611499786377,1.096611499786377,1.096611499786377,1.0962508916854858,1.0964912176132202,0
2024-10-04 13:05:00+00:00,1.0975743532180786,1.0975743532180786,1.0976948738098145,1.0973334312438965,1.0973334312438965,0
2024-10-04 13:10:00+00:00,1.0975743532180786,1.0975743532180786,1.0975743532180786,1.0970927476882935,1.0974539518356323,0
2024-10-04 13:15:00+00:00,1.0973334312438965,1.0973334312438965,1.0978153944015503,1.0970927476882935,1.0978153944015503,0
2024-10-04 13:20:00+00:00,1.0964912176132202,1.0964912176132202,1.0972130298614502,1.0964912176132202,1.0969723463058472,0
2024-10-04 13:25:00+00:00,1.0967316627502441,1.0967316627502441,1.0970927476882935,1.0967316627502441,1.0967316627502441,0
2024-10-04 13:30:00+00:00,1.0970927476882935,1.0970927476882935,1.0974539518356323,1.0967316627502441,1.0967316627502441,0
2024-10-04 13:35:00+00:00,1.0976948738098145,1.0976948738098145,1.0976948738098145,1.0972130298614502,1.0972130298614502,0
2024-10-04 13:40:00+00:00,1.098056435585022,1.098056435585022,1.098056435585022,1.0978153944015503,1.0978153944015503,0
2024-10-04 13:45:00+00:00,1.0978153944015503,1.0978153944015503,1.0979359149932861,1.0975743532180786,1.0979359149932861,0
2024-10-04 13:50:00+00:00,1.0978153944015503,1.0978153944015503,1.098056435585022,1.0976948738098145,1.0976948738098145,0
2024-10-04 13:55:00+00:00,1.0976948738098145,1.0976948738098145,1.0976948738098145,1.0974539518356323,1.0976948738098145,0
2024-10-04 14:00:00+00:00,1.0978153944015503,1.0978153944015503,1.0978153944015503,1.0974539518356323,1.0976948738098145,0
2024-10-04 14:05:00+00:00,1.0984183549880981,1.0984183549880981,1.0984183549880981,1.0979359149932861,1.0979359149932861,0
2024-10-04 14:10:00+00:00,1.0978153944015503,1.0978153944015503,1.0982975959777832,1.0978153944015503,1.0981770753860474,0
